index,cap,line,content
462,8,75,"selváticas, e tudo escapava à compreensão do olhar humano, porque"
463,8,76,"os contornos perdiam-se no ambiente, e o que parecia espesso era"
464,8,77,"muita vez diáfano. Estupefato, não disse nada, não cheguei sequer a"
465,8,78,"soltar um grito; mas, ao cabo de algum tempo, que foi breve,"
466,8,79,perguntei quem era e como se chamava: curiosidade de delírio.
467,8,80,
468,8,81,— Chama-me Natureza ou Pandora; sou tua mãe e tua inimiga.
469,8,82,
470,8,83,"Ao ouvir esta última palavra, recuei um pouco, tomado de susto. A"
471,8,84,"figura soltou uma gargalhada, que produziu em torno de nós o efeito"
472,8,85,de um tufão; as plantas torceram-se e um longo gemido quebrou a
473,8,86,mudez das coisas externas.
474,8,87,
475,8,88,"— Não te assustes, disse ela, minha inimizade não mata; é sobretudo"
476,8,89,pela vida que se afirma. Vives; não quero outro flagelo.
477,8,90,
478,8,91,"— Vivo? perguntei eu, enterrando as unhas nas mãos, como para"
479,8,92,certificar-me da existência.
480,8,93,
481,8,94,"— Sim, verme, tu vives. Não receies perder esse andrajo que é teu"
482,8,95,"orgulho; provarás ainda, por algumas horas, o pão da dor e o vinho"
483,8,96,"da miséria. Vives: agora mesmo que ensandeceste, vives; e se a tua"
484,8,97,"consciência reouver um instante de sagacidade, tu dirás que queres"
485,8,98,viver.
486,8,99,
487,8,100,"Dizendo isto, a visão estendeu o braço, segurou-me pelos cabelos e"
488,8,101,"levantou-me ao ar, como se fora uma pluma. Só então pude ver-lhe"
489,8,102,"de perto o rosto, que era enorme. Nada mais quieto; nenhuma"
490,8,103,"contorção violenta, nenhuma expressão de ódio ou ferocidade; a"
491,8,104,"feição única, geral, completa, era a da impassibilidade egoísta, a da"
492,8,105,"eterna surdez, a da vontade imóvel. Raivas, se as tinha, ficavam"
493,8,106,"encerradas no coração. Ao mesmo tempo, nesse rosto de expressão"
494,8,107,"glacial, havia um ar de juventude, mescla de força e viço, diante do"
495,8,108,qual me sentia eu o mais débil e decrépito dos seres.
496,8,109,
497,8,110,"— Entendeste-me? disse ela, no fim de algum tempo de mútua"
498,8,111,contemplação.
499,8,112,
500,8,113,"— Não, respondi; nem quero entender-te; tu és absurda, tu és uma"
501,8,114,"fábula. Estou sonhando, decerto, ou, se é verdade, que enlouqueci,"
502,8,115,"tu não passas de uma concepção de alienado, isto é, uma coisa vã,"
503,8,116,"que a razão ausente não pode reger nem palpar. Natureza, tu? a"
504,8,117,Natureza que eu conheço é só mãe e não inimiga; não faz da vida um
505,8,118,"flagelo, nem, como tu, traz esse rosto indiferente, como o sepulcro. E"
506,8,119,por que Pandora?
507,8,120,"— Porque levo na minha bolsa os bens e os males, e o maior de"
508,8,121,"todos, a esperança, consolação dos homens. Tremes?"
509,8,122,
510,8,123,— Sim; o teu olhar fascina-me.
511,8,124,
512,8,125,"— Creio; eu não sou somente a vida; sou também a morte, e tu"
513,8,126,"estás prestes a devolver-me o que te emprestei. Grande lascivo,"
514,8,127,espera-te a voluptuosidade do nada.
515,8,128,
516,8,129,"Quando esta palavra ecoou, como um trovão, naquele imenso vale,"
517,8,130,afigurou-se-me que era o último som que chegava a meus ouvidos;
518,8,131,"pareceu-me sentir a decomposição súbita de mim mesmo. Então,"
519,8,132,"encarei-a com olhos súplices, e pedi mais alguns anos."
520,8,133,
521,8,134,— Pobre minuto! exclamou. Para que queres tu mais alguns instantes
522,8,135,de vida? Para devorar e seres devorado depois? Não estás farto do
523,8,136,espetáculo e da luta? Conheces de sobejo tudo o que eu te deparei
524,8,137,"menos torpe ou menos aflitivo: o alvor do dia, a melancolia da tarde,"
525,8,138,"a quietação da noite, os aspectos da Terra, o sono, enfim, o maior"
526,8,139,"benefício das minhas mãos. Que mais queres tu, sublime idiota?"
527,8,140,
528,8,141,"— Viver somente, não te peço mais nada. Quem me pôs no coração"
529,8,142,"este amor da vida, senão tu? e, se eu amo a vida, por que te hás de"
530,8,143,"golpear a ti mesma, matando-me?"
531,8,144,
532,8,145,— Porque já não preciso de ti. Não importa ao tempo o minuto que
533,8,146,"passa, mas o minuto que vem. O minuto que vem é forte, jucundo,"
534,8,147,"supõe trazer em si a eternidade, e traz a morte, e perece como o"
535,8,148,"outro, mas o tempo subsiste. Egoísmo, dizes tu? Sim, egoísmo, não"
536,8,149,"tenho outra lei. Egoísmo, conservação. A onça mata o novilho porque"
537,8,150,"o raciocínio da onça é que ela deve viver, e se o novilho é tenro tanto"
538,8,151,melhor: eis o estatuto universal. Sobe e olha.
539,8,152,
540,8,153,"Isto dizendo, arrebatou-me ao alto de uma montanha. Inclinei os"
541,8,154,"olhos a uma das vertentes, e contemplei, durante um tempo largo,"
542,8,155,"ao longe, através de um nevoeiro, uma coisa única. Imagina tu,"
543,8,156,"leitor, uma redução dos séculos, e um desfilar de todos eles, as raças"
544,8,157,"todas, todas as paixões, o tumulto dos Impérios, a guerra dos"
545,8,158,"apetites e dos ódios, a destruição recíproca dos seres e das coisas."
546,8,159,"Tal era o espetáculo, acerbo e curioso espetáculo. A história do"
547,8,160,homem e da Terra tinha assim uma intensidade que lhe não podiam
548,8,161,"dar nem a imaginação nem a ciência, porque a ciência é mais lenta e"
549,8,162,"a imaginação mais vaga, enquanto que o que eu ali via era a"
550,8,163,condensação viva de todos os tempos.
551,8,164,
552,8,165,"Para descrevê-la seria preciso fixar o relâmpago. Os séculos desfilavam num turbilhão, e, não"
553,8,166,"obstante, porque os olhos do delírio são outros, eu via tudo o que"
554,8,167,"passava diante de mim,— flagelos e delícias, — desde essa coisa que"
555,8,168,"se chama glória até essa outra que se chama miséria, e via o amor"
556,8,169,"multiplicando a miséria, e via a miséria agravando a debilidade. Aí"
557,8,170,"vinham a cobiça que devora, a cólera que inflama, a inveja que baba,"
558,8,171,"e a enxada e a pena, úmidas de suor, e a ambição, a fome, a"
559,8,172,"vaidade, a melancolia, a riqueza, o amor, e todos agitavam o"
560,8,173,"homem, como um chocalho, até destruí-lo, como um farrapo. Eram"
561,8,174,"as formas várias de um mal, que ora mordia a víscera, ora mordia o"
562,8,175,"pensamento, e passeava eternamente as suas vestes de arlequim,"
563,8,176,"em derredor da espécie humana. A dor cedia alguma vez, mas cedia"
564,8,177,"à indiferença, que era um sono sem sonhos, ou ao prazer, que era"
565,8,178,uma dor bastarda.
566,8,179,
567,8,180,"Então o homem, flagelado e rebelde, corria diante da fatalidade das coisas, atrás de uma figura nebulosa e esquiva,"
568,8,181,"feita de retalhos, um retalho de impalpável, outro de improvável,"
569,8,182,"outro de invisível, cosidos todos a ponto precário, com a agulha da"
570,8,183,"imaginação; e essa figura, — nada menos que a quimera da"
571,8,184,"felicidade, — ou lhe fugia perpetuamente, ou deixava-se apanhar"
572,8,185,"pela fralda, e o homem a cingia ao peito, e então ela ria, como um"
573,8,186,"escárnio, e sumia-se, como uma ilusão."
574,8,187,
575,8,188,"Ao contemplar tanta calamidade, não pude reter um grito de"
576,8,189,"angústia, que Natureza ou Pandora escutou sem protestar nem rir; e"
577,8,190,"não sei por que lei de transtorno cerebral, fui eu que me pus a rir, —"
578,8,191,de um riso descompassado e idiota.
579,8,192,
580,8,193,"— Tens razão, disse eu, a coisa é divertida e vale a pena, — talvez"
581,8,194,monótona — mas vale a pena. Quando Jó amaldiçoava o dia em que
582,8,195,"fora concebido, é porque lhe davam ganas de ver cá de cima o"
583,8,196,"espetáculo. Vamos lá, Pandora, abre o ventre, e digere-me; a coisa é"
584,8,197,"divertida, mas digere-me."
585,8,198,
586,8,199,"A resposta foi compelir-me fortemente a olhar para baixo, e a ver os"
587,8,200,"séculos que continuavam a passar, velozes e turbulentos, as"
588,8,201,"gerações que se superpunham às gerações, umas tristes, como os"
589,8,202,"Hebreus do cativeiro, outras alegres, como os devassos de Cômodo,"
590,8,203,"e todas elas pontuais na sepultura. Quis fugir, mas uma força"
591,8,204,misteriosa me retinha os pés; então disse comigo:
592,8,205,
593,8,206,"— “Bem, os séculos vão passando, chegará o meu, e passará também, até o"
594,8,207,"último, que me dará a decifração da eternidade.”"
595,8,208,
596,8,209,"E fixei os olhos, e continuei a ver as idades, que vinham chegando e passando, já então"
597,8,210,"tranqüilo e resoluto, não sei até se alegre. Talvez alegre. Cada século"
598,8,211,"trazia a sua porção de sombra e de luz, de apatia e de combate, de"
599,8,212,"verdade e de erro, e o seu cortejo de sistemas, de idéias novas, de"
600,8,213,novas ilusões; cada um deles rebentavam as verduras de uma
601,8,214,"primavera, e amareleciam depois, para remoçar mais tarde. Ao passo"
602,8,215,"que a vida tinha assim uma regularidade de calendário, fazia-se a"
603,8,216,"história e a civilização, e o homem, nu e desarmado, armava-se e"
604,8,217,"vestia-se, construía o tugúrio e o palácio, a rude aldeia e Tebas de"
605,8,218,"cem portas, criava a ciência, que perscruta, e a arte que enleva,"
606,8,219,"fazia-se orador, mecânico, filósofo, corria a face do globo, descia ao"
607,8,220,"ventre da Terra, subia à esfera das nuvens, colaborando assim na"
608,8,221,"obra misteriosa, com que entretinha a necessidade da vida e a"
609,8,222,melancolia do desamparo.
610,8,223,
611,8,224,"Meu olhar, enfarado e distraído, viu enfim"
612,8,225,"chegar o século presente, e atrás deles os futuros. Aquele vinha ágil,"
613,8,226,"destro, vibrante, cheio de si, um pouco difuso, audaz, sabedor, mas"
614,8,227,"ao cabo tão miserável como os primeiros, e assim passou e assim"
615,8,228,"passaram os outros, com a mesma rapidez e igual monotonia."
616,8,229,"Redobrei de atenção; fitei a vista; ia enfim ver o último, — o último!;"
617,8,230,"mas então já a rapidez da marcha era tal, que escapava a toda a"
618,8,231,compreensão; ao pé dela o relâmpago seria um século. Talvez por
619,8,232,"isso entraram os objetos a trocarem-se; uns cresceram, outros"
620,8,233,"minguaram, outros perderam-se no ambiente; um nevoeiro cobriu"
621,8,234,"tudo, — menos o hipopótamo que ali me trouxera, e que aliás"
622,8,235,"começou a diminuir, a diminuir, a diminuir, até ficar do tamanho de"
623,8,236,um gato. Era efetivamente um gato. Encarei-o bem; era o meu gato
624,8,237,"Sultão, que brincava à porta da alcova, com uma bola de papel..."
625,8,238,
626,9,0,CAPÍTULO VIII / RAZÃO CONTRA SANDICE
627,9,1,"Já o leitor compreendeu que era a Razão que voltava à casa, e"
628,9,2,"convidava a Sandice a sair, clamando, e com melhor jus, as palavras"
629,9,3,de Tartufo:
630,9,4,
631,9,5,"La maison est à moi, c'est à vous d'en sortir."
632,9,6,
633,9,7,"Mas é sestro antigo da Sandice criar amor às casas alheias, de modo"
634,9,8,"que, apenas senhora de uma, dificilmente lha farão despejar. É"
635,9,9,"sestro; não se tira daí; há muito que lhe calejou a vergonha. Agora,"
636,9,10,"se advertirmos no imenso número de casas que ocupa, umas de vez,"
637,9,11,"outras durante as suas estações calmosas, concluiremos que esta"
638,9,12,"amável peregrina é o terror dos proprietários. No nosso caso, houve"
639,9,13,"quase um distúrbio à porta do meu cérebro, porque a adventícia não"
640,9,14,"queria entregar a casa, e a dona não cedia da intenção de tomar o"
641,9,15,"que era seu. Afinal, já a Sandice se contentava com um cantinho no"
642,9,16,sótão.
643,9,17,
644,9,18,"— Não, senhora, replicou a Razão, estou cansada de lhe ceder"
645,9,19,"sótãos, cansada e experimentada, o que você quer é passar"
646,9,20,"mansamente do sótão à sala de jantar, daí à de visitas e ao resto."
647,9,21,
648,9,22,"— Está bem, deixe-me ficar algum tempo mais, estou na pista de um"
649,9,23,mistério...
650,9,24,
651,9,25,— Que mistério?
652,9,26,
653,9,27,"— De dois, emendou a Sandice; o da vida e o da morte; peço-lhe só"
654,9,28,uns dez minutos.
655,9,29,
656,9,30,A Razão pôs-se a rir.
657,9,31,
658,9,32,— Hás de ser sempre a mesma coisa... sempre a mesma coisa...
659,9,33,sempre a mesma coisa...
660,9,34,
661,9,35,"E dizendo isto, travou-lhe dos pulsos e arrastou-a para fora; depois"
662,9,36,"entrou e fechou-se. A Sandice ainda gemeu algumas súplicas,"
663,9,37,"grunhiu algumas zangas; mas desenganou-se depressa, deitou a"
664,9,38,"língua de fora, em ar de surriada, e foi andando..."
665,9,39,
666,10,0,CAPÍTULO IX / TRANSIÇÃO
667,10,1,E vejam agora com que destreza; com que arte faço eu a maior
668,10,2,transição deste livro. Vejam: o meu delírio começou em presença de
669,10,3,Virgília; Virgília foi o meu grão pecado da juventude; não há
670,10,4,juventude sem meninice; meninice supõe nascimento; e eis aqui
671,10,5,"como chegamos nós, sem esforço, ao dia 20 de outubro de 1805, em"
672,10,6,"que nasci. Viram? Nenhuma juntura aparente, nada que divirta a"
673,10,7,atenção pausada do leitor: nada.
674,10,8,
675,10,9,"De modo que o livro fica assim com todas as vantagens do método, sem a rigidez do método. Na"
676,10,10,"verdade, era tempo. Que isto de método, sendo, como é, uma coisa"
677,10,11,"indispensável, todavia é melhor tê-lo sem gravata nem suspensórios,"
678,10,12,"mas um pouco à fresca e à solta, como quem não se lhe dá da"
679,10,13,"vizinha fronteira, nem do inspetor de quarteirão. É como a"
680,10,14,"eloqüência, que há uma genuína e vibrante, de uma arte natural e"
681,10,15,"feiticeira, e outra tesa, engomada e chocha. Vamos ao dia 20 de"
682,10,16,outubro.
683,10,17,
684,11,0,CAPÍTULO X / NAQUELE DIA
685,11,1,"Naquele dia, a árvore dos Cubas brotou uma graciosa flor. Nasci;"
686,11,2,"recebeu-me nos braços a Pascoela, insigne parteira minhota, que se"
687,11,3,gabava de ter aberto a porta do mundo a uma geração inteira de
688,11,4,fidalgos. Não é impossível que meu pai lhe ouvisse tal declaração;
689,11,5,"creio, todavia, que o sentimento paterno é que o induziu a gratificá-la"
690,11,6,"com duas meias dobras. Lavado e enfaixado, fui desde logo o herói"
691,11,7,da nossa casa. Cada qual prognosticava a meu respeito o que mais
692,11,8,"lhe quadrava ao sabor. Meu tio João, o antigo oficial de infantaria,"
693,11,9,"achava-me um certo olhar de Bonaparte, coisa que meu pai não pôde"
694,11,10,"ouvir sem náuseas; meu tio Ildefonso, então simples padre, farejava-me cônego."
695,11,11,
696,11,12,"— Cônego é o que ele há de ser, e não digo mais por não parecer"
697,11,13,orgulho; mas não me admiraria nada se Deus o destinasse a um
698,11,14,"bispado... É verdade, um bispado; não é coisa impossível. Que diz"
699,11,15,"você, mano Bento?"
700,11,16,
701,11,17,Meu pai respondia a todos que eu seria o que Deus quisesse; e
702,11,18,"alçava-me ao ar, como se intentasse mostrar-me à cidade e ao"
703,11,19,"mundo; perguntava a todos se eu me parecia com ele, se era"
704,11,20,"inteligente, bonito..."
705,11,21,
706,11,22,"Digo essas coisas por alto, segundo as ouvi narrar anos depois;"
707,11,23,ignoro a mor parte dos pormenores daquele famoso dia. Sei que a
708,11,24,"vizinhança veio ou mandou cumprimentar o recém-nascido, e que"
709,11,25,durante as primeiras semanas muitas foram as visitas em nossa
710,11,26,casa. Não houve cadeirinha que não trabalhasse; aventou-se muita
711,11,27,"casaca e muito calção. Se não conto os mimos, os beijos, as"
712,11,28,"admirações, as bênçãos, é porque, se os contasse, não acabaria mais"
713,11,29,"o capítulo, e é preciso acabá-lo."
714,11,30,
715,11,31,"Item, não posso dizer nada do meu batizado, porque nada me"
716,11,32,"referiram a tal respeito, a não ser que foi uma das mais galhardas"
